,skew_put_minus_call,term_structure_inversion,liquidity_flag,short_interest,returns_5d,drawdown
,,,,,,
Date,,,,,,
2016-06-02,,,,,-0.026790160342595293,-0.26526315789473687
2016-06-03,,,,,-0.024215246636771215,-0.26375939849624064
2016-06-06,,,28365561.6,,-0.017140009965122105,-0.258421052631579
2016-06-07,,,23254558.4,,-0.008311636290807112,-0.2554135338345864
2016-06-08,,,21861317.6,,0.0048750761730651515,-0.2560902255639098
2016-06-09,,,19868933.6,,0.019750306999590794,-0.25075187969924806
2016-06-10,,,21074555.2,,0.009293300653594683,-0.25691729323308277
2016-06-13,,,23555404.0,,-0.013079184832201052,-0.26812030075187965
2016-06-14,,,24771233.6,,-0.015853781682318546,-0.267218045112782
2016-06-15,,,26504016.8,,-0.0181928441479684,-0.269624060150376
2016-06-16,,,27392826.4,,-0.021073758153537514,-0.26654135338345863
2016-06-17,,,39051080.8,,-0.03541434787007991,-0.28323308270676695
2016-06-20,,,38086996.0,,-0.023012122457366058,-0.28496240601503764
2016-06-21,,,38811787.2,,-0.015903960599220168,-0.2788721804511278
2016-06-22,,,38590247.2,,-0.016368128474366972,-0.28157894736842104
2016-06-23,,,39917687.2,,-0.01486417221937475,-0.2774436090225564
2016-06-24,,,40286415.2,,-0.020245463128081287,-0.29774436090225564
2016-06-27,,,42869619.2,,-0.0321766561514194,-0.30796992481203
2016-06-28,,,43772513.6,,-0.024189344176832384,-0.2963157894736842
2016-06-29,,,45552564.8,,-0.012035583464154787,-0.2902255639097744
2016-06-30,,,46802027.2,,-0.005202913631633721,-0.281203007518797
2016-07-01,,,33810200.0,,0.02665952890792278,-0.2790225563909774
2016-07-04,,,,,0.04182963928726635,
2016-07-05,,,,,0.014958863126402377,-0.2857894736842106
2016-07-06,,,,,0.011970338983050777,-0.2817293233082707
2016-07-07,,,,,0.0035564853556486753,-0.27864661654135336
2016-07-08,,,,,0.008238606736886034,-0.27308270676691726
2016-07-11,,,24724215.2,,0.01136719157367816,-0.27082706766917286
2016-07-12,,,23312604.0,,0.025581640172649855,-0.26751879699248116
2016-07-13,,,23853029.6,,0.014027007222861876,-0.2716541353383458
2016-07-14,,,25593144.8,,0.02970606629143213,-0.2572180451127819
2016-07-15,,,28040312.8,,0.021721141911460462,-0.2572932330827068
2016-07-18,,,29660902.4,,0.029387502577850944,-0.2493984962406015
2016-07-19,,,29633341.6,,0.02514884007390683,-0.24909774436090226
